1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
27,21,22,27,27,25,5,0,87,0,1023,22,10,116,4,61
27,21,22,26,26,24,9,2,87,0,1023,22,10,109,6,64
27,21,21,26,26,23,12,4,86,0,1024,22,10,102,7,64
27,21,20,25,25,23,16,6,86,0,1024,22,10,95,9,64
27,21,20,25,25,22,16,8,86,0,1024,22,10,94,9,65
27,21,20,22,25,22,17,11,86,0,1024,22,10,94,9,69
27,20,20,22,25,22,18,13,86,0,1024,22,10,93,10,76
27,20,19,22,24,22,18,15,86,0,1023,22,10,92,10,76
27,20,19,22,24,22,19,17,86,0,1023,21,10,91,10,72
27,20,19,21,24,21,19,19,87,0,1022,21,10,90,10,67
27,20,19,21,23,21,16,17,88,0,1023,21,10,82,8,60
27,20,19,21,22,21,13,15,89,0,1023,20,10,73,6,52
27,20,19,20,20,20,10,12,90,0,1023,20,10,65,5,46
27,20,19,22,22,22,11,10,82,0,1023,21,10,68,7,41
27,20,19,25,25,24,11,7,74,0,1023,23,10,71,9,38
27,20,18,27,27,25,12,5,66,0,1024,25,10,75,10,36
26,19,18,19,19,19,9,49,89,0,1020,19,10,128,4,43
26,19,18,21,22,21,11,59,82,0,1020,21,10,136,7,39
26,19,18,24,24,23,14,69,75,0,1020,23,10,144,10,36
26,19,18,26,26,25,16,79,68,0,1021,25,10,153,13,35
26,19,18,26,26,25,15,85,67,0,1020,25,10,163,12,36
26,19,18,27,27,25,15,91,65,0,1020,25,10,173,12,40
26,19,18,27,27,26,15,97,64,0,1019,26,10,183,12,44
26,19,18,27,27,26,14,83,62,0,1019,26,10,194,11,44
26,19,18,27,27,26,13,69,61,0,1019,26,10,204,10,44
26,19,18,27,27,26,11,55,60,0,1018,26,10,215,9,49
26,19,18,26,26,25,14,37,67,0,1018,25,10,208,10,52
26,19,19,26,26,24,16,20,74,0,1018,23,10,201,10,55
26,19,19,25,25,22,19,2,81,0,1018,22,10,195,11,57
26,19,19,22,25,22,18,1,82,0,1018,22,10,197,10,60
26,19,19,22,25,22,18,1,83,0,1018,22,10,199,10,63
26,19,19,22,24,22,18,0,84,0,1018,21,10,202,10,66
26,19,19,22,24,22,17,0,86,0,1018,21,10,201,10,68
26,19,19,22,24,22,17,1,87,0,1018,21,10,200,10,69
27,19,20,22,24,22,17,1,89,0,1018,21,10,199,10,74
27,19,19,21,23,21,16,3,89,0,1018,21,10,205,9,73
27,19,19,21,22,21,15,5,89,0,1018,20,10,211,8,70
27,19,19,21,21,21,14,8,90,0,1017,20,10,218,8,65
27,19,19,20,20,20,12,14,92,0,1018,20,7,228,6,59
27,19,19,20,20,20,10,20,93,0,1018,19,5,238,5,51
27,19,19,20,20,20,8,26,95,0,1019,19,2,248,4,45
27,19,19,21,22,21,7,29,86,0,1019,21,5,261,4,40
27,19,19,24,24,23,6,31,78,0,1019,23,7,273,4,37
27,19,19,27,27,25,5,34,69,0,1020,25,10,286,4,36
27,19,19,27,27,26,4,41,66,0,1019,25,10,214,4,37
27,19,19,28,28,26,4,48,63,0,1019,26,10,142,3,41
27,19,18,28,28,27,3,55,59,0,1019,27,10,70,3,45
27,19,18,28,28,27,6,47,60,0,1019,27,10,89,5,44
27,19,18,28,28,27,9,40,60,0,1019,26,10,107,7,46
27,19,18,28,28,27,11,32,61,0,1019,26,10,126,9,50
27,19,19,27,27,25,11,31,68,0,1019,25,10,144,8,54
27,19,19,26,26,24,11,30,74,0,1019,24,10,161,8,57
27,19,20,25,25,23,12,30,81,0,1019,23,10,179,7,61
27,19,20,25,25,23,12,20,83,0,1020,23,10,189,7,65
27,19,20,25,25,23,12,11,85,0,1020,22,10,199,8,67
27,19,21,23,25,23,12,2,87,0,1020,22,10,209,8,68
27,19,21,23,25,23,10,2,88,0,1020,21,10,231,6,70
27,19,21,23,25,23,7,2,90,0,1020,21,10,253,5,71
27,20,21,23,25,23,5,3,91,0,1020,20,10,274,4,76
27,20,21,22,25,22,6,4,91,0,1019,20,10,292,4,75
27,20,20,22,24,22,7,5,92,0,1019,20,10,311,4,72
27,20,20,21,24,21,8,6,92,0,1019,20,10,329,5,67
27,20,20,21,23,21,10,8,93,0,1019,20,10,328,5,60
27,20,19,21,22,21,12,11,93,0,1020,20,10,326,6,52
27,20,19,20,20,20,13,13,94,0,1020,20,10,325,7,46
27,20,20,22,23,22,12,9,86,0,1021,21,10,221,7,41
27,20,20,26,26,24,11,4,78,0,1021,23,10,116,8,38
27,20,20,28,28,26,9,0,71,0,1022,25,10,12,8,37
27,20,20,28,28,27,10,6,66,0,1022,26,10,36,8,38
27,20,19,28,28,27,10,12,61,0,1021,26,10,60,9,41
27,20,18,29,29,28,11,18,56,0,1021,27,10,84,9,46
27,20,18,28,28,27,14,18,57,0,1021,27,10,91,11,45
27,20,18,28,28,27,17,18,59,0,1021,27,10,99,13,47
27,20,18,28,28,27,20,18,60,0,1020,27,10,106,15,52
27,20,19,27,27,26,17,12,66,0,1020,25,10,111,13,56
27,20,19,26,26,25,15,6,73,0,1021,24,10,115,11,61
27,20,20,26,26,24,13,0,79,0,1021,23,10,120,8,65
27,20,20,25,25,23,15,0,79,0,1021,23,10,114,9,67
27,20,19,25,25,23,16,0,78,0,1021,23,10,108,9,69
27,20,19,25,25,23,18,0,78,0,1022,22,10,103,10,70
27,20,19,25,25,23,19,2,79,0,1021,22,10,101,10,70
27,20,19,25,25,22,19,4,79,0,1021,22,10,99,10,70
26,21,18,22,25,22,20,7,79,0,1021,22,10,98,10,74
26,21,18,22,25,22,21,6,80,0,1021,22,10,96,11,71
26,21,18,22,24,22,22,5,80,0,1021,22,10,95,11,68
26,21,18,22,24,22,23,4,81,0,1021,22,10,94,12,64
26,21,19,22,24,22,21,8,83,0,1021,21,10,97,10,59
26,21,19,21,24,21,19,12,85,0,1021,21,10,101,9,54
26,21,19,21,24,21,17,16,87,0,1022,21,10,104,8,48
26,21,19,25,25,23,18,20,80,0,1022,22,10,105,11,43
26,21,19,26,26,24,19,24,72,0,1022,24,10,106,14,40
26,21,18,27,27,26,19,28,65,0,1022,26,10,107,17,38
26,21,18,27,27,26,17,34,63,0,1022,26,10,110,14,38
26,21,18,27,27,26,14,41,62,0,1022,26,10,113,12,39
26,21,18,27,27,26,11,47,60,0,1021,26,10,116,9,41
26,21,18,27,27,26,11,40,59,0,1021,26,10,105,9,42
26,21,17,27,27,26,11,34,58,0,1021,26,10,95,9,48
26,21,17,27,27,26,11,27,56,0,1021,26,10,85,9,54
26,21,17,26,26,25,13,32,60,0,1021,25,10,92,9,57
26,21,17,26,26,24,14,37,64,0,1021,24,10,100,9,60
26,21,17,25,25,23,15,42,68,0,1021,23,10,108,9,63
26,21,16,25,25,23,16,35,68,0,1021,22,10,104,10,66
26,21,16,25,25,22,17,28,67,0,1021,22,10,101,10,69
26,21,15,22,25,22,18,21,66,0,1021,22,10,98,10,69
26,21,16,22,25,22,15,14,69,0,1021,21,10,100,9,68
26,21,17,23,25,23,12,7,73,0,1021,21,10,103,7,66
27,18,18,23,25,23,9,0,76,0,1020,20,10,106,6,69
27,18,19,23,25,23,8,0,78,0,1020,20,10,96,5,66
27,18,19,23,25,23,7,0,80,0,1020,19,10,87,4,63
27,18,19,23,25,23,6,0,82,0,1020,19,10,78,4,61
27,18,18,21,23,21,8,2,82,0,1021,19,10,158,5,57
27,18,17,20,21,20,11,3,82,0,1021,19,10,239,6,52
27,18,16,19,19,19,13,4,82,0,1021,18,10,319,6,46
27,18,16,21,22,21,11,6,74,0,1021,20,10,218,6,41
27,18,16,23,24,23,8,8,67,0,1022,22,10,117,6,38
27,18,16,26,26,24,6,10,60,0,1022,24,10,16,5,36
27,18,15,26,26,25,7,10,55,0,1021,25,10,65,6,35
27,18,15,27,27,26,8,10,50,0,1021,26,10,114,7,35
27,18,14,27,27,27,9,10,44,0,1021,27,10,163,8,36
27,18,14,27,27,27,9,9,44,0,1020,27,10,161,8,38
27,18,14,27,27,27,9,8,44,0,1020,27,10,159,8,45
27,18,14,27,27,27,10,7,45,0,1020,27,10,158,8,53
27,18,15,26,26,25,10,6,52,0,1020,25,10,188,8,57
27,18,15,26,26,24,11,5,59,0,1020,23,10,218,7,62
27,18,16,22,25,22,11,4,66,0,1020,21,10,248,6,66
27,18,15,22,23,22,12,4,67,0,1021,21,10,266,6,70
27,18,15,21,22,21,12,4,67,0,1021,20,10,284,6,74
27,18,14,21,21,21,13,5,67,0,1021,20,10,303,6,75
27,18,14,20,20,20,12,7,69,0,1021,20,10,305,6,74
27,18,14,20,20,20,12,10,70,0,1021,19,10,308,6,72
27,18,14,20,20,20,12,12,71,0,1021,19,10,311,6,74
27,18,14,19,19,19,14,15,73,0,1021,19,10,318,7,67
27,18,15,19,19,19,16,19,75,0,1021,19,10,326,8,60
27,18,15,19,19,19,18,22,77,0,1021,19,10,333,9,55
27,18,15,19,19,19,18,25,78,0,1021,18,10,323,9,51
27,18,15,19,19,19,18,28,80,0,1021,18,10,313,8,48
27,18,15,18,18,18,17,32,82,0,1021,18,10,303,8,45
27,18,15,20,21,20,16,23,74,0,1022,20,10,316,9,42
27,18,15,22,23,22,14,14,66,0,1022,22,10,330,10,39
27,18,15,25,25,24,13,6,58,0,1022,24,10,344,11,36
27,18,15,27,27,26,10,4,54,0,1022,25,10,233,9,35
27,18,16,28,28,27,8,3,49,0,1022,26,10,121,7,35
27,18,16,30,30,29,5,2,44,0,1022,27,10,9,5,36
27,18,15,29,29,29,8,1,43,0,1021,27,10,32,7,36
27,18,14,28,28,28,10,1,43,0,1021,27,10,55,9,41
27,18,14,27,27,27,12,0,42,0,1020,27,10,79,11,48
27,18,15,27,27,26,12,0,52,0,1021,25,10,79,10,54
27,18,16,26,26,25,11,0,61,0,1021,24,10,79,8,59
27,18,18,23,25,23,11,0,71,0,1022,22,10,79,7,63
27,18,18,23,25,23,14,5,74,0,1022,22,10,68,9,67
27,18,18,22,25,22,18,11,76,0,1022,22,10,58,10,69
27,18,18,22,25,22,21,16,79,0,1023,22,10,47,12,69
27,18,18,22,24,22,21,18,81,0,1023,22,10,33,12,66
27,18,18,21,24,21,21,21,83,0,1022,21,10,19,12,63
27,20,18,21,24,21,20,23,85,0,1022,21,10,5,12,66
27,20,18,21,23,21,22,33,86,0,1022,21,10,8,12,64
27,20,18,21,22,21,23,43,87,0,1022,21,10,10,13,61
27,20,18,21,21,21,25,53,88,0,1022,21,10,12,14,58
27,20,18,21,21,21,22,51,88,0,1022,20,10,13,12,53
27,20,18,20,20,20,19,48,88,0,1022,20,10,14,10,48
27,20,18,20,20,20,16,46,88,0,1023,20,10,15,8,44
27,20,18,22,22,22,15,40,82,0,1023,22,10,32,9,40
27,20,19,24,24,23,14,34,75,0,1023,23,10,49,10,37
27,20,19,27,27,25,13,27,69,0,1024,25,10,66,11,36
27,20,19,27,27,26,13,29,66,0,1023,25,10,67,12,37
27,20,18,27,27,26,14,31,63,0,1023,26,10,68,12,38
27,20,18,28,28,27,15,32,60,0,1023,27,10,70,13,40
27,20,18,28,28,26,18,30,62,0,1022,26,10,69,15,40
27,20,19,27,27,26,21,28,64,0,1022,26,10,69,17,44
27,20,19,27,27,26,24,26,66,0,1022,26,10,69,19,49
27,20,19,27,27,25,22,29,70,0,1022,25,10,63,17,55
27,20,19,26,26,24,21,32,74,0,1023,24,10,58,14,59
27,20,19,25,25,23,20,35,79,0,1023,23,10,52,12,63
27,20,19,25,25,23,22,34,80,0,1023,23,10,52,13,65
27,20,19,25,25,23,24,33,81,0,1023,23,10,53,14,67
27,20,19,25,25,22,26,32,82,0,1023,22,10,53,15,67
27,20,19,25,25,22,26,35,82,0,1023,22,10,57,15,67
27,20,19,25,25,22,26,37,83,0,1023,22,10,60,15,68
27,21,19,25,25,22,26,39,83,0,1023,22,10,63,15,73
27,21,19,22,25,22,25,40,84,0,1023,22,10,65,15,71
27,21,19,22,24,22,25,41,85,0,1022,22,10,67,14,68
27,21,19,22,24,22,24,41,86,0,1022,22,10,69,13,63
27,21,19,22,24,22,21,39,86,0,1022,22,10,78,12,58
27,21,19,22,24,22,19,36,87,0,1022,22,10,87,10,52
27,21,20,22,24,22,16,34,88,0,1022,21,10,96,8,47
27,21,19,25,25,23,14,37,81,0,1023,23,10,89,9,43
27,21,19,26,26,24,13,40,75,0,1023,24,10,82,9,40
27,21,19,27,27,26,11,43,68,0,1023,25,10,75,9,38
27,21,19,28,28,26,9,37,65,0,1023,26,10,88,8,38
27,21,19,28,28,27,8,32,62,0,1023,26,10,102,7,39
27,21,18,28,28,27,7,26,59,0,1022,27,10,115,6,41
27,21,18,28,28,27,9,23,60,0,1022,26,10,108,8,40
27,21,18,28,28,26,12,19,61,0,1022,26,10,100,10,45
27,21,18,27,27,26,15,16,61,0,1021,26,10,93,12,51
27,21,19,27,27,25,12,20,68,0,1021,25,10,88,9,56
27,21,19,26,26,24,10,24,76,0,1022,24,10,82,7,61
27,21,20,25,25,23,7,29,83,0,1022,22,10,76,4,65
27,21,20,25,25,23,11,32,82,0,1022,23,10,65,6,68
27,21,20,25,25,23,14,35,80,0.1,1022,23,9,54,9,70
27,21,19,25,25,23,18,39,79,0.1,1022,23,9,42,12,70
27,21,19,25,25,23,17,40,81,0,1022,23,9,34,10,69
27,21,19,25,25,22,16,41,82,0,1022,22,10,25,9,70
26,20,19,22,24,22,14,43,84,0,1022,22,10,16,8,76
26,20,19,22,23,22,18,44,85,0,1022,21,10,13,10,74
26,20,19,21,22,21,21,46,86,0,1022,21,10,10,12,71
26,20,19,21,21,21,24,47,87,0,1021,21,10,7,14,66
26,20,19,21,21,21,23,43,88,0,1022,21,10,120,13,60
26,20,19,20,20,20,21,38,90,0,1022,20,10,233,12,54
26,20,19,20,20,20,19,34,92,0,1022,20,10,346,12,48
26,20,19,21,22,21,18,31,86,0,1022,21,10,242,12,44
26,20,19,24,24,23,17,27,80,0,1022,23,10,139,13,40
26,20,19,26,26,24,16,24,74,0,1022,24,10,35,14,39
26,20,19,26,26,25,14,27,71,0,1022,25,10,45,12,39
26,20,19,27,27,25,13,30,67,0,1022,25,10,56,11,41
26,20,19,28,28,26,11,33,64,0,1021,26,10,67,10,42
26,20,19,27,27,26,14,27,64,0,1021,26,10,70,12,41
26,20,19,27,27,26,16,22,64,0,1021,26,10,74,14,45
26,20,19,27,27,26,19,16,64,0,1020,26,10,77,16,50
26,20,19,26,26,25,14,20,70,0,1020,25,10,72,12,55
26,20,19,26,26,24,10,24,76,0,1021,23,10,68,7,59
26,20,19,23,25,23,5,29,83,0,1021,22,10,63,3,63
26,20,19,25,25,22,8,28,82,0,1021,22,10,55,5,66
26,20,19,25,25,22,12,28,81,0,1021,22,10,47,6,67
26,20,19,25,25,22,15,27,80,0,1021,22,10,39,8,68
26,20,19,22,25,22,17,33,82,0,1021,22,10,27,10,68
26,20,19,22,24,22,20,39,83,0,1021,21,10,15,11,68
25,19,18,21,24,21,22,46,85,0,1021,21,10,3,13,74
25,19,18,21,23,21,22,37,86,0,1021,21,10,6,13,72
25,19,18,21,22,21,21,29,87,0,1020,21,10,9,12,68
25,19,18,20,20,20,21,20,89,0,1020,20,10,13,12,64
25,19,18,20,20,20,21,18,89,0,1020,20,10,119,12,59
25,19,17,19,19,19,20,16,89,0,1021,19,10,226,12,52
25,19,17,19,19,19,20,14,89,0,1021,19,10,333,12,47
25,19,17,20,21,20,19,11,82,0,1021,20,10,341,12,42
