1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
31,25,23,33,33,30,10,36,67,0,1016,29,10,182,7,83
31,25,23,32,32,29,10,42,72,0,1017,29,10,146,8,86
31,25,23,32,32,28,11,49,76,0,1017,28,10,110,8,85
31,25,23,31,31,28,14,43,76,0,1017,28,10,124,9,91
31,25,23,31,31,28,17,37,77,0,1017,28,10,138,11,86
31,25,23,31,31,27,20,31,77,0,1017,27,10,152,12,83
31,25,23,31,31,28,18,28,77,0,1017,27,10,152,11,83
31,25,23,31,31,28,16,26,77,0,1017,27,10,152,9,83
31,27,23,31,31,28,13,23,77,0,1017,27,10,152,8,83
31,27,23,31,31,28,15,28,77,0,1016,27,10,157,9,83
31,27,23,31,31,28,17,34,76,0,1016,27,10,162,10,81
31,27,23,31,31,28,19,39,75,0,1015,27,10,167,10,76
31,27,23,31,31,28,16,38,75,0,1016,28,10,169,10,70
31,27,23,32,32,28,14,37,74,0,1016,28,10,172,9,63
31,27,23,32,32,29,11,36,74,0,1017,28,10,174,8,59
31,27,23,33,33,29,15,36,73,0,1017,28,10,177,11,55
31,27,23,33,33,29,19,36,71,0,1017,29,10,181,13,53
31,27,23,33,33,29,22,36,70,0,1018,29,10,185,16,52
31,27,23,33,33,29,19,38,70,0,1018,29,10,170,14,52
31,27,23,34,34,29,15,40,70,0,1018,29,10,155,11,52
31,27,24,34,34,30,11,42,70,0,1018,30,10,141,9,54
31,27,23,34,34,30,12,47,67,0,1018,30,10,151,9,60
31,27,23,35,35,30,12,51,65,0,1017,30,10,162,10,66
31,27,23,35,35,31,13,56,62,0,1017,31,10,172,10,73
31,27,23,35,35,30,11,52,65,0,1017,30,10,163,8,77
31,27,24,35,35,30,9,48,69,0,1017,30,10,154,6,79
31,27,24,35,35,30,7,44,72,0,1016,29,10,145,4,80
31,27,24,33,33,29,10,34,73,0,1016,29,10,137,6,82
31,27,23,32,32,28,13,24,74,0,1017,28,10,129,8,79
31,27,23,31,31,28,16,15,74,0,1017,28,10,121,9,81
31,27,23,31,31,28,15,26,76,0,1017,28,10,119,9,85
31,27,24,31,31,28,14,36,79,0,1017,27,10,118,8,86
31,27,24,31,31,28,13,47,81,0,1017,27,10,117,8,83
31,27,24,31,31,27,12,48,81,0,1016,27,10,123,7,82
31,27,24,31,31,27,11,49,81,0,1016,27,10,129,6,80
31,27,24,31,31,27,11,49,81,0,1016,27,10,135,6,76
31,27,24,32,32,28,10,38,80,0,1016,27,10,177,6,70
31,27,24,33,33,28,9,27,79,0,1016,28,10,219,6,64
31,27,25,34,34,29,8,16,77,0,1017,29,10,261,6,59
31,27,24,35,35,30,6,24,73,0,1017,29,10,227,5,55
31,27,24,35,35,30,4,32,68,0,1017,30,10,192,4,52
31,27,23,36,36,31,3,40,64,0,1017,30,10,158,3,51
31,27,23,36,36,31,5,34,64,0,1018,30,10,147,4,50
31,27,23,36,36,31,7,28,65,0,1018,30,10,136,6,50
31,27,23,36,36,31,9,22,65,0,1018,30,10,125,7,53
31,27,23,36,36,31,12,18,63,0,1018,31,9,128,9,63
31,27,23,35,35,31,15,14,61,0.9,1017,31,8,131,10,71
31,27,22,35,35,31,18,11,59,1.1,1017,31,7,134,12,77
31,27,23,35,35,31,15,11,63,0.6,1017,30,8,137,10,82
31,27,23,35,35,30,11,12,67,0,1017,30,9,140,8,77
31,27,24,34,34,30,8,12,71,0,1017,29,10,143,6,75
31,27,24,34,34,29,7,11,73,0,1017,29,10,143,5,81
31,27,24,34,34,29,6,10,75,0,1017,28,10,144,4,89
31,27,24,33,33,29,5,10,77,0,1017,28,10,144,4,94
31,27,24,33,33,29,4,10,78,0,1017,28,10,153,3,97
31,27,25,33,33,28,4,11,80,0,1017,27,10,162,2,96
31,26,25,33,33,28,3,12,82,0,1017,27,10,171,2,94
31,26,25,33,33,28,2,11,82,0,1017,27,10,119,2,92
31,26,25,32,32,28,2,11,82,0,1016,27,10,67,2,90
31,26,24,32,32,28,2,11,83,0,1016,26,10,16,1,84
31,26,24,32,32,28,4,9,80,0,1016,27,10,128,3,76
31,26,24,33,33,28,6,8,78,0,1016,27,10,240,5,69
31,26,24,33,33,29,8,7,76,0,1017,28,10,352,6,63
31,26,24,34,34,30,8,7,71,0,1017,29,10,255,6,60
31,26,23,35,35,30,8,8,66,0,1017,30,10,157,7,56
31,26,23,36,36,31,8,8,61,0,1017,31,10,60,7,55
31,26,23,36,36,31,9,9,60,0,1017,31,10,73,8,57
31,26,23,37,37,32,9,10,60,0,1017,31,10,86,8,57
31,26,23,37,37,32,10,11,60,0,1017,31,10,98,8,58
31,26,23,37,37,32,8,12,59,0,1016,31,10,101,7,64
31,26,22,36,36,32,6,12,58,0,1016,31,10,104,5,71
31,26,22,36,36,32,4,13,56,0,1015,31,10,107,4,78
31,26,23,36,36,31,3,14,62,0,1015,30,10,179,3,86
31,26,24,36,36,31,2,14,68,0,1015,30,10,252,2,92
31,26,25,35,35,30,1,15,74,0,1015,29,10,325,1,96
31,26,24,35,35,29,3,13,74,0,1015,29,10,217,2,99
31,26,24,34,34,29,6,11,75,0.1,1015,29,10,109,4,101
31,26,24,33,33,29,8,10,76,0.1,1015,28,10,2,5,104
31,26,24,33,33,28,9,11,76,0,1015,28,10,114,6,106
31,26,24,32,32,28,9,12,77,0,1016,27,10,227,6,104
31,27,24,31,31,28,10,14,78,0,1016,27,10,340,7,102
31,27,23,31,31,27,13,14,79,0,1015,27,10,343,8,100
31,27,23,30,30,27,15,14,80,0,1015,27,10,347,9,96
31,27,23,30,30,27,18,14,80,0,1015,27,10,351,10,88
31,27,23,30,30,27,15,15,80,0,1015,27,10,350,9,80
31,27,23,31,31,27,13,16,80,0,1016,27,10,348,8,73
31,27,24,31,31,27,10,16,79,0,1016,27,10,347,8,67
31,27,23,32,32,28,10,15,73,0,1016,28,10,246,8,63
31,27,22,33,33,29,11,14,66,0,1016,29,10,146,9,61
31,27,22,34,34,30,11,13,60,0,1016,30,10,45,10,60
31,27,22,34,34,30,11,15,61,0,1016,30,10,59,9,61
31,27,22,35,35,31,10,17,62,0,1016,30,10,74,9,62
31,27,23,35,35,31,9,18,63,0,1016,30,10,88,8,61
31,27,22,35,35,31,9,17,61,0,1016,30,10,84,7,62
31,27,22,35,35,31,8,16,60,0,1015,30,10,80,7,66
31,27,22,35,35,31,7,15,58,0,1015,31,10,77,6,69
31,27,23,35,35,30,6,16,64,0,1015,30,10,109,5,78
31,27,24,34,34,30,5,17,69,0,1015,29,10,141,4,87
31,27,24,34,34,29,3,17,75,0,1015,29,10,173,3,93
31,27,24,34,34,29,3,17,76,0,1016,28,10,177,2,97
31,27,24,33,33,29,3,17,77,0,1016,28,10,180,2,99
31,27,24,33,33,28,2,17,78,0,1016,28,10,184,2,101
31,27,24,33,33,28,2,17,80,0,1016,27,10,136,2,103
31,27,24,32,32,28,2,17,82,0,1016,27,10,88,2,99
31,26,24,32,32,27,2,17,84,0,1016,27,10,40,1,95
31,26,24,31,31,27,2,15,84,0,1016,26,10,35,1,94
31,26,24,31,31,27,2,13,84,0,1015,26,10,30,1,89
31,26,24,31,31,27,2,11,83,0,1015,26,10,25,1,83
31,26,24,31,31,27,2,12,81,0,1016,26,10,134,2,77
31,26,24,31,31,28,3,13,79,0,1016,27,10,243,2,69
31,26,23,32,32,28,3,14,77,0,1017,27,10,352,3,64
31,26,23,32,32,29,5,17,71,0,1017,28,10,288,5,60
31,26,22,33,33,29,7,20,65,0,1017,29,10,224,6,56
31,26,21,33,33,30,10,23,59,0,1017,30,10,161,8,56
31,26,22,34,34,30,10,19,60,0,1017,30,10,159,9,56
31,26,22,34,34,31,11,16,60,0,1017,30,10,157,9,55
31,26,22,35,35,31,11,12,61,0,1017,31,10,155,10,55
31,26,22,35,35,31,12,25,60,0,1017,31,10,157,11,62
31,26,22,35,35,31,14,38,60,0,1017,31,10,160,12,72
31,26,22,35,35,31,15,51,59,0,1016,31,10,162,13,80
31,26,23,34,34,30,11,44,64,0,1017,30,10,118,9,88
31,26,23,33,33,29,7,36,70,0,1017,29,10,73,5,93
31,26,24,33,33,29,3,29,75,0,1018,28,10,29,2,96
31,26,24,32,32,28,3,34,76,0,1018,28,10,86,2,88
31,26,24,32,32,28,3,40,78,0,1018,28,10,144,2,82
31,26,24,32,32,28,3,46,79,0,1018,27,10,201,2,79
31,26,24,32,32,28,3,38,81,0,1018,27,10,153,2,77
31,26,24,32,32,28,4,30,82,0,1018,27,10,105,3,77
31,27,24,32,32,28,4,22,83,0,1018,27,10,57,3,78
31,27,24,32,32,28,5,24,83,0,1018,27,10,55,3,78
31,27,24,31,31,27,6,27,82,0,1018,27,10,52,4,75
31,27,24,31,31,27,7,29,82,0,1018,27,10,50,4,74
31,27,24,32,32,28,7,33,80,0,1018,27,10,44,5,69
31,27,24,32,32,28,7,37,79,0,1019,28,10,38,5,62
31,27,24,33,33,28,8,41,77,0,1019,28,10,32,6,57
31,27,24,34,34,29,11,43,73,0,1019,29,10,62,9,53
31,27,24,35,35,30,14,44,69,0,1019,30,10,92,12,51
31,27,23,36,36,31,18,46,65,0,1019,31,10,122,15,50
31,27,23,36,36,31,19,38,65,0,1019,31,10,124,16,52
31,27,23,36,36,31,20,30,64,0,1020,31,10,126,17,54
31,27,24,36,36,31,21,22,64,0,1020,31,10,128,18,55
31,27,23,36,36,31,22,30,64,0,1019,31,10,131,19,61
31,27,23,35,35,31,24,38,64,0,1019,31,9,133,19,70
31,27,23,34,34,30,26,46,64,0,1018,30,9,136,20,78
31,27,23,34,34,30,19,40,68,0,1019,30,9,118,14,83
31,27,24,34,34,30,11,34,73,0,1019,29,10,100,9,89
31,27,25,35,35,29,4,28,77,0,1019,29,10,83,3,92
31,27,24,34,34,29,7,27,76,0,1019,29,10,79,5,89
31,27,24,33,33,29,11,25,74,0,1019,28,10,75,7,85
31,27,23,32,32,29,14,24,73,0,1019,28,10,72,9,84
31,27,23,32,32,28,14,35,74,0,1019,28,10,64,9,85
31,27,23,32,32,28,13,47,75,0,1020,28,10,57,8,84
32,28,24,32,32,28,13,59,77,0,1020,28,10,49,8,83
32,28,23,32,32,28,15,53,77,0,1019,28,10,53,9,85
32,28,23,32,32,28,16,47,77,0,1019,28,10,56,9,83
32,28,23,31,31,28,18,41,77,0,1019,28,10,59,10,78
32,28,24,32,32,28,15,36,76,0,1019,28,10,62,9,72
32,28,24,33,33,28,12,30,76,0,1019,28,10,65,8,66
32,28,24,33,33,29,9,25,76,0,1020,28,10,67,8,61
32,28,23,34,34,30,13,20,70,0,1020,29,10,80,11,57
32,28,23,35,35,31,16,16,64,0,1020,30,10,92,14,53
32,28,22,36,36,31,19,12,58,0,1020,31,10,104,17,52
32,28,22,36,36,32,18,12,58,0,1020,32,10,113,16,53
32,28,22,36,36,32,17,12,59,0,1020,32,10,121,15,55
32,28,23,36,36,32,16,12,59,0,1020,32,10,129,14,55
32,28,22,36,36,32,17,12,58,0,1019,32,10,129,14,58
32,28,22,36,36,32,17,12,56,0,1019,32,10,128,15,67
32,28,22,36,36,32,17,12,55,0,1018,32,10,128,15,74
32,28,22,35,35,31,16,10,59,0,1018,31,10,139,13,79
32,28,22,34,34,30,15,8,63,0,1018,30,10,150,12,85
32,28,22,32,32,29,15,6,67,0,1018,29,10,162,10,91
32,28,23,32,32,29,11,8,69,0,1018,29,10,158,8,95
32,28,23,32,32,29,8,10,70,0,1018,28,10,154,6,98
32,28,23,33,33,29,4,12,72,0,1018,28,10,150,3,100
32,28,23,32,32,28,5,13,73,0,1018,28,10,114,4,101
32,28,23,31,31,28,6,14,74,0,1018,27,10,77,5,98
32,27,23,31,31,28,7,16,75,0,1018,27,10,41,6,95
32,27,23,31,31,28,6,13,76,0,1018,27,10,39,5,94
32,27,23,31,31,28,6,11,77,0,1018,27,10,36,4,90
32,27,24,32,32,28,5,9,78,0,1017,27,10,34,3,85
32,27,24,32,32,28,6,9,78,0,1018,27,10,139,4,78
32,27,24,32,32,28,7,9,78,0,1018,27,10,243,6,72
32,27,24,32,32,28,9,9,78,0,1019,27,10,348,7,66
32,27,23,32,32,29,10,8,72,0,1019,28,10,253,8,62
32,27,22,33,33,30,11,8,65,0,1019,29,10,158,9,58
32,27,21,34,34,31,12,8,59,0,1019,30,10,63,10,56
32,27,22,34,34,31,11,8,58,0,1019,31,10,73,9,55
32,27,22,35,35,31,11,7,57,0,1019,31,10,83,9,55
32,27,22,36,36,32,10,7,56,0,1019,31,10,93,9,55
32,27,22,36,36,32,13,8,55,0,1019,32,10,101,12,63
32,27,21,36,36,32,17,9,53,0,1019,32,10,110,14,70
32,27,21,36,36,32,20,10,52,0,1018,32,10,118,17,78
32,27,22,35,35,31,15,9,58,0,1018,31,10,136,13,86
32,27,23,35,35,30,10,9,64,0,1018,30,10,155,8,91
32,27,24,34,34,30,5,9,70,0,1018,29,10,174,4,95
32,27,24,34,34,29,5,8,72,0,1019,28,10,165,4,98
32,27,24,34,34,29,5,8,74,0,1019,28,10,157,3,100
32,27,24,33,33,29,5,8,76,0,1019,28,10,148,3,101
32,27,24,33,33,29,5,8,77,0,1019,28,10,104,3,102
32,27,24,33,33,28,5,8,79,0,1019,27,10,60,3,100
32,26,25,33,33,28,5,8,81,0,1019,27,10,16,4,96
32,26,24,32,32,28,6,9,81,0,1019,27,10,16,5,95
32,26,24,31,31,27,8,10,81,0,1019,27,10,16,6,92
32,26,24,31,31,27,9,10,81,0,1019,26,10,17,6,86
32,26,24,31,31,27,11,10,81,0,1019,27,10,18,8,80
32,26,23,31,31,27,13,10,80,0,1020,27,10,19,10,72
32,26,23,31,31,27,15,10,79,0,1020,27,10,20,11,67
32,26,23,32,32,28,17,11,72,0,1020,28,10,40,13,62
32,26,22,33,33,29,19,12,66,0.2,1021,29,9,60,15,59
32,26,22,34,34,30,21,13,59,0.3,1021,30,9,80,17,57
32,26,22,34,34,31,20,12,59,0.1,1021,31,9,85,16,55
32,26,22,35,35,31,19,12,59,0,1021,31,10,89,16,55
32,26,22,36,36,32,17,12,59,0,1021,32,10,93,15,56
32,26,22,36,36,32,18,11,57,0,1021,32,10,93,16,64
32,26,22,36,36,32,20,9,56,0,1020,32,10,92,17,73
32,26,22,36,36,32,21,8,54,0,1019,32,10,92,18,81
32,26,22,35,35,31,18,8,60,0,1020,31,10,94,15,87
32,26,23,34,34,30,16,8,66,0,1020,30,10,97,13,93
32,26,23,33,33,29,14,7,72,0,1020,29,10,100,10,97
32,26,23,33,33,29,14,7,71,0,1020,29,10,98,10,99
32,26,23,33,33,29,15,7,71,0,1020,29,10,96,10,101
32,26,23,32,32,29,15,8,71,0,1020,28,10,94,10,98
32,26,23,32,32,29,15,7,72,0,1020,28,10,85,10,97
32,26,23,32,32,28,15,7,74,0,1020,28,10,77,9,99
32,28,23,32,32,28,15,7,75,0,1020,28,10,68,9,96
32,28,23,32,32,28,16,15,75,0,1020,28,10,69,10,95
32,28,23,32,32,28,16,24,76,0,1020,28,10,71,10,94
32,28,23,31,31,28,17,32,76,0,1020,28,10,73,10,88
32,28,23,32,32,28,14,25,75,0,1020,28,10,72,9,81
32,28,24,33,33,29,10,17,74,0,1020,28,10,72,7,73
32,28,24,34,34,29,7,9,74,0,1021,29,10,71,6,69
32,28,23,35,35,30,8,10,69,0,1021,29,10,74,7,65
32,28,23,35,35,31,10,12,64,0.6,1021,30,9,77,7,62
32,28,22,35,35,31,11,13,59,0.7,1021,31,9,80,8,60
32,28,22,36,36,32,12,15,58,0.4,1021,31,9,85,9,61
32,28,22,36,36,32,13,17,57,0,1021,32,10,90,10,62
32,28,22,37,37,32,14,19,56,0,1021,32,10,95,11,62
32,28,23,37,37,32,19,17,57,0,1020,32,9,101,12,68
32,28,23,37,37,32,23,14,58,1.7,1020,32,8,107,14,74
32,28,23,37,37,32,27,12,59,2.2,1019,32,7,113,15,82
32,28,23,36,36,31,21,11,63,1.1,1019,31,8,133,12,89
32,28,23,35,35,30,16,10,67,0,1019,30,9,153,10,95
32,28,24,34,34,30,10,9,71,0,1019,29,10,173,8,100
32,28,24,34,34,30,7,8,73,0,1019,29,10,189,6,103
32,28,24,35,35,29,5,7,74,0,1019,29,10,206,4,103
32,28,25,35,35,29,3,6,76,0,1019,28,10,222,2,106
32,28,25,34,34,29,3,8,77,0,1019,28,10,218,2,107
32,28,25,34,34,29,3,10,78,0,1019,28,10,215,2,104
31,27,25,33,33,29,3,13,79,0,1019,28,10,211,2,102
31,27,24,33,33,28,4,13,79,0,1018,27,10,232,3,101
31,27,24,33,33,28,4,13,79,0,1018,27,10,253,3,97
31,27,24,32,32,28,5,14,79,0,1018,27,10,274,3,89
31,27,24,33,33,28,4,15,77,0,1018,27,10,283,3,81
31,27,24,33,33,29,3,17,75,0,1018,28,10,291,2,73
31,27,23,33,33,29,2,19,72,0,1018,28,10,300,2,68
31,27,23,34,34,30,2,16,67,0,1018,29,10,295,2,64
31,27,22,35,35,31,2,14,61,0,1018,30,10,289,2,61
31,27,22,36,36,32,2,12,56,0,1018,31,10,284,1,60
31,27,22,36,36,32,2,16,58,0,1018,31,10,250,2,61
31,27,23,36,36,31,2,20,60,0,1017,31,10,216,2,62
31,27,23,35,35,31,2,24,62,0,1017,30,10,182,2,61
31,27,23,35,35,31,3,28,62,0,1017,30,10,216,3,67
31,27,22,34,34,30,4,31,62,0,1016,30,9,250,3,74
31,27,22,34,34,30,5,35,62,0,1016,30,9,285,4,81
31,27,23,33,33,29,7,27,67,0,1016,29,9,308,5,83
31,27,23,32,32,28,9,19,73,0,1016,28,10,332,7,88
31,27,23,31,31,28,10,12,78,0,1016,27,10,355,8,88
31,27,24,32,32,28,8,11,79,0,1016,27,10,273,6,88
31,27,24,32,32,28,7,11,79,0,1016,27,10,190,5,87
31,27,24,33,33,28,5,11,80,0,1016,27,10,107,4,90
31,27,24,32,32,28,4,14,82,0,1016,27,10,180,3,82
31,27,24,32,32,27,3,16,83,0,1016,27,10,254,2,84
31,26,24,31,31,27,2,19,85,0,1016,26,10,327,1,84
31,26,24,31,31,27,2,18,85,0,1016,26,10,326,1,82
31,26,24,31,31,27,2,17,84,0.2,1016,26,9,324,1,80
31,26,24,30,30,27,2,16,84,0.2,1015,26,9,323,1,74
31,26,24,31,31,27,3,15,82,0.1,1016,26,9,216,3,68
31,26,24,31,31,27,5,15,80,0,1016,27,10,110,4,61
31,26,23,31,31,28,7,14,78,0,1016,27,10,3,5,56
31,26,23,33,33,29,6,14,71,0,1016,28,10,44,5,53
31,26,23,34,34,30,5,14,65,0,1016,29,10,85,4,51
31,26,22,35,35,31,5,13,59,0,1017,30,10,126,4,51
31,26,22,36,36,31,5,19,60,0,1016,31,10,138,4,53
31,26,23,36,36,31,5,25,61,0,1016,31,9,149,5,54
31,26,23,36,36,31,6,31,62,0,1016,31,9,161,5,55
31,26,23,35,35,31,6,41,63,0,1016,30,9,146,5,61
31,26,23,34,34,30,7,51,63,0.7,1016,30,10,131,5,68
31,26,22,34,34,30,7,61,64,1,1016,30,10,115,5,71
31,26,23,33,33,29,7,49,68,0.5,1016,29,10,140,5,73
31,26,23,32,32,29,7,37,72,0,1016,28,9,164,5,81
31,26,23,32,32,28,7,25,76,0,1016,28,9,188,5,88
31,26,23,32,32,28,9,28,76,0,1016,28,9,176,6,90
31,26,23,32,32,28,11,30,76,0,1016,28,9,164,8,90
31,26,23,31,31,28,13,33,76,0,1017,28,9,152,9,88
31,26,24,32,32,28,10,39,78,0,1017,27,9,180,7,89
31,26,24,32,32,28,7,44,81,0,1017,27,9,209,5,88
32,27,24,32,32,27,4,50,84,0,1017,27,9,237,3,86
32,27,24,31,31,27,3,53,84,0,1017,27,9,167,2,78
32,27,24,31,31,27,2,55,85,0,1017,27,10,96,2,75
32,27,24,31,31,27,1,58,85,0,1016,27,10,25,1,71
32,27,24,31,31,27,2,55,83,0,1017,27,10,129,2,63
32,27,24,31,31,28,4,51,81,0,1018,27,10,233,3,57
32,27,24,32,32,28,5,48,79,0,1018,27,10,337,4,53
32,27,23,33,33,29,6,46,73,0,1019,28,10,283,5,49
32,27,23,34,34,30,6,44,67,0,1019,29,10,229,5,47
32,27,22,35,35,31,7,41,60,0,1019,31,10,175,6,47
32,27,22,35,35,31,9,39,60,0,1019,31,10,174,8,50
32,27,22,36,36,31,12,36,59,0,1019,31,9,172,10,53
32,27,22,36,36,32,14,33,58,0,1019,32,9,171,12,52
32,27,22,36,36,32,15,27,57,0,1019,32,9,169,12,56
32,27,22,36,36,32,15,21,56,0,1019,32,10,166,12,61
32,27,22,37,37,32,15,15,55,0,1018,32,10,164,12,68
32,27,23,36,36,31,11,15,61,0,1019,31,10,205,9,75
32,27,23,35,35,30,8,15,68,0,1019,30,10,246,7,82
32,27,24,34,34,29,5,15,74,0,1019,28,10,286,4,88
32,27,24,34,34,29,5,13,75,0,1019,28,10,257,4,92
32,27,24,33,33,29,5,11,75,0,1019,28,10,228,4,95
32,27,24,33,33,29,5,10,76,0,1019,28,10,198,4,98
32,27,24,34,34,29,4,9,78,0,1019,28,10,184,3,98
32,27,25,34,34,29,3,9,80,0,1019,28,10,169,2,95
32,27,25,34,34,29,2,9,82,0,1019,27,10,155,1,88
32,27,25,33,33,28,2,9,82,0,1019,27,10,204,2,85
32,27,25,33,33,28,3,9,83,0,1019,27,10,254,2,81
32,27,25,33,33,28,3,9,83,0,1018,27,10,304,2,74
32,27,24,33,33,28,5,9,81,0,1019,27,10,299,4,67
32,27,24,32,32,28,6,9,80,0,1019,27,10,295,5,60
32,27,24,32,32,28,8,9,78,0,1019,28,10,291,7,55
32,27,23,34,34,29,8,9,71,0,1019,29,10,312,7,52
32,27,23,35,35,31,8,9,64,0,1020,30,10,334,7,50
32,27,22,36,36,32,8,10,58,0,1020,31,10,355,7,49
32,27,22,37,37,32,6,13,57,0,1020,31,10,251,6,51
32,27,22,37,37,32,4,17,56,0,1020,32,10,148,4,53
32,27,23,38,38,33,2,21,55,0,1020,32,10,44,2,53
32,27,22,37,37,32,3,23,56,0,1020,32,9,70,2,59
32,27,22,36,36,32,4,25,57,1.1,1019,31,8,96,3,67
32,27,22,36,36,31,5,28,58,1.5,1019,31,7,122,3,75
32,27,23,35,35,31,6,27,63,0.8,1019,30,8,187,4,83
32,27,23,34,34,30,7,27,68,0,1019,29,9,252,5,89
32,27,23,33,33,29,8,26,73,0,1019,28,10,317,6,94
32,27,24,33,33,29,7,24,74,0,1019,28,10,218,5,94
32,27,24,33,33,29,6,21,75,0,1019,28,10,119,4,89
32,27,24,34,34,29,4,19,77,0,1019,28,10,20,3,91
32,27,24,33,33,28,6,16,79,0,1018,28,10,129,5,92
32,27,24,32,32,28,8,14,80,0,1018,27,10,237,6,88
32,26,24,32,32,28,10,12,82,0,1018,27,10,346,7,85
32,26,24,31,31,27,12,12,83,0,1018,27,10,231,8,82
32,26,24,31,31,27,13,13,83,0.7,1017,27,9,116,9,80
32,26,24,30,30,27,15,13,84,1,1017,26,9,0,10,75
32,26,24,30,30,27,15,15,82,0.5,1018,27,9,2,10,69
32,26,24,31,31,27,14,18,81,0,1018,27,10,4,10,63
32,26,23,31,31,27,14,20,80,0,1018,27,10,6,10,58
32,26,23,32,32,29,14,17,71,0,1019,28,10,16,10,55
32,26,22,33,33,30,13,14,63,0.3,1019,30,9,26,10,52
32,26,21,34,34,31,12,11,55,0.3,1019,31,9,37,10,51
32,26,21,34,34,31,12,12,55,0.2,1019,31,9,51,10,51
32,26,21,35,35,32,11,13,55,0,1019,31,10,66,9,52
32,26,22,36,36,32,11,14,55,0,1019,32,10,81,9,52
32,26,22,36,36,32,12,18,54,0,1019,32,10,93,10,60
32,26,21,36,36,32,13,23,53,0,1018,32,10,104,11,68
32,26,21,36,36,32,15,27,53,0,1018,32,10,116,12,76
32,26,22,35,35,31,11,31,60,0,1018,31,10,128,9,83
32,26,23,34,34,30,8,34,67,0,1017,30,10,141,6,88
32,26,24,33,33,29,5,38,74,0,1017,28,10,154,4,92
32,26,24,33,33,29,5,33,75,0,1018,28,10,154,4,92
32,26,24,32,32,28,5,28,76,0.1,1018,28,9,155,4,95
32,26,24,32,32,28,5,23,77,0.1,1018,28,9,155,4,98
32,26,24,33,33,28,5,17,78,0,1018,27,9,160,4,99
32,26,25,34,34,29,5,10,79,0,1018,27,10,164,4,97
32,26,25,35,35,29,5,3,80,0,1018,27,10,169,4,92
32,26,25,34,34,29,4,4,81,0,1017,27,10,169,3,90
32,26,25,33,33,28,3,5,82,0,1017,27,10,169,3,87
32,26,25,32,32,28,3,5,83,0,1017,26,10,169,2,82
32,26,25,32,32,28,4,7,82,0,1017,27,10,195,3,76
32,26,24,32,32,28,5,9,81,0,1017,27,10,222,4,69
32,26,24,32,32,28,6,11,81,0,1017,27,10,249,5,64
32,26,24,34,34,29,5,9,74,0,1018,28,10,241,4,59
32,26,24,35,35,30,4,7,68,0,1018,29,10,232,3,56
32,26,23,37,37,32,2,5,61,0,1018,30,10,224,2,54
32,26,23,37,37,32,4,7,59,0,1018,31,10,218,4,52
32,26,23,37,37,32,6,10,58,0,1018,31,10,211,5,52
32,26,23,37,37,32,7,13,57,0,1018,32,10,205,6,53
32,26,22,37,37,32,8,22,56,0,1018,32,10,199,7,62
32,26,22,37,37,33,9,32,55,0,1017,32,10,193,8,71
32,26,22,37,37,33,10,42,54,0.1,1017,32,10,188,9,79
32,26,22,36,36,31,12,31,59,0,1017,31,10,189,9,85
32,26,23,34,34,30,14,21,65,0,1017,30,10,190,10,91
32,26,23,33,33,29,17,10,71,0,1017,29,10,191,11,95
32,26,23,33,33,29,16,11,72,0,1017,29,10,195,10,98
32,26,23,33,33,29,15,12,73,0,1017,29,10,198,10,97
32,26,23,32,32,29,15,13,74,0,1018,28,10,201,9,99
32,26,24,33,33,29,12,12,76,0,1018,28,10,203,8,101
32,26,24,33,33,29,10,11,77,0,1018,28,10,206,7,100
32,27,24,33,33,29,7,9,78,0,1018,28,10,208,5,96
32,27,25,33,33,29,7,9,79,0,1018,28,10,212,5,95
32,27,25,34,34,29,6,8,79,0,1017,27,10,216,4,93
32,27,25,34,34,29,5,8,80,0,1017,27,10,220,4,87
32,27,25,33,33,29,7,9,79,0,1017,28,10,230,5,80
32,27,24,33,33,29,8,9,78,0,1018,28,10,241,6,72
32,27,24,33,33,29,10,10,77,0,1018,28,10,252,8,67
32,27,24,34,34,30,9,11,71,0,1018,29,10,245,7,63
32,27,23,35,35,31,9,12,64,0.1,1018,30,9,238,7,61
32,27,22,36,36,32,8,13,58,0.2,1019,31,9,232,6,60
32,27,22,36,36,32,9,13,59,0.1,1019,31,9,208,8,61
32,27,23,36,36,32,10,12,59,0,1019,31,10,184,9,61
32,27,23,37,37,32,12,11,60,0,1019,32,10,160,10,61
32,27,23,36,36,32,14,18,61,0,1018,31,10,168,11,67
32,27,23,36,36,31,17,26,62,0.7,1018,31,10,177,12,74
32,27,23,36,36,31,20,33,62,0.9,1018,31,10,185,13,82
32,27,24,35,35,31,17,31,67,0.4,1018,30,10,167,12,88
32,27,24,35,35,30,14,29,71,0,1018,30,10,149,10,93
32,27,24,34,34,29,11,27,75,0,1018,29,10,132,8,96
32,27,24,34,34,29,12,32,76,0,1018,29,10,141,8,100
32,27,24,34,34,29,12,36,76,0,1018,29,10,149,8,98
32,27,24,33,33,29,12,41,77,0,1019,28,10,158,8,103
32,27,24,33,33,28,9,39,79,0,1019,28,10,153,6,102
32,27,25,33,33,28,5,38,80,0,1019,28,10,148,3,97
31,27,25,33,33,28,2,36,82,0,1019,28,10,143,1,94
31,27,25,33,33,28,2,33,82,0,1019,27,10,206,1,94
31,27,25,33,33,28,1,29,82,0,1019,27,10,269,1,90
31,27,25,32,32,28,1,26,82,0,1018,27,10,332,1,84
31,27,25,33,33,28,2,20,81,0,1019,28,10,322,2,77
